id_str;created_at;screen_name;text;user_followers;sentiment;funcionality;client_attention;sentiment_code
153653000000000;Tue Jun 14 01:55:56 +0000 2022;EdgarcueroO;disfruta conmigo llamadas gratis;5006;0;0;0;0
153653000000000;Tue Jun 14 01:51:30 +0000 2022;gilcuate;ayudanos vender boletos rifa favor reunir max estudios odin sigue delicad;20;0;0;0;0
153653000000000;Tue Jun 14 01:45:56 +0000 2022;ilovminnie_;cambie huawei ahora cómo entrar cuentas fanplus odio huawei arruinaste vida;51;0;1;0;1
153653000000000;Tue Jun 14 01:14:19 +0000 2022;alexander_tdf;necesito ayuda recomendáis hacer irl setup fotos darle vida instagram m;6;0;0;0;0
153653000000000;Tue Jun 14 01:06:54 +0000 2022;pablo_calva;aún sigo esperando emui nova t gracias telcel software personalizado bloqueado huawei solo saben decir podemos hacer forma cuidar clientes;39;0;1;0;1
153653000000000;Tue Jun 14 00:30:12 +0000 2022;Zavala_Ra;huawei podría apoar educación superior  ecuador;7006;0;0;0;0
153653000000000;Tue Jun 14 00:28:08 +0000 2022;coosti_b;fin huawei gw;250;0;1;0;1
153653000000000;Mon Jun 13 23:53:43 +0000 2022;eveemtz_;resistiré mas pueda huawei últimas;34;0;0;0;0
153653000000000;Mon Jun 13 23:46:33 +0000 2022;blogyarq;amo huawei p lite actuales google gusta única opción ahora iphone quiero sé usar;70643;1;1;0;3
153653000000000;Mon Jun 13 23:44:29 +0000 2022;blogydeco;momentos odio huawei;14568;0;1;0;1
153653000000000;Mon Jun 13 23:44:27 +0000 2022;eveemtz_;usar windows movie maker editor huawei suficiente;34;1;1;0;3
153653000000000;Mon Jun 13 23:38:08 +0000 2022;bere_nice_;cuál celular huawei p sma así;42;0;1;0;1
153653000000000;Mon Jun 13 23:29:15 +0000 2022;ayala13_alfredo;bien típico pagas audífonos huawei muchísimo dinero mandan unas mascarillas sé madres procede casos;115;0;0;0;0
153653000000000;Mon Jun 13 23:16:21 +0000 2022;Alguien97663534;cómo vez cae celular piso cerámico huawei nuevo ladrillo pasó raya;1;1;1;0;3
153653000000000;Mon Jun 13 23:15:55 +0000 2022;xdxdxdgghj;clientes chiste huawei primero ofrecen cosa después echan atrás nota;15;0;0;1;2
153653000000000;Mon Jun 13 23:05:50 +0000 2022;Recca_Hanabishi;huawei p pro gb negro ayuda siempre salimos adelante mil gracias #;174;0;0;0;0
153653000000000;Mon Jun 13 23:00:09 +0000 2022;HuaweiMobileCo;ayudanos vender boletos rifa favor reunir max estudios odin sigue delicado huawei p pro gb negro favor boleto hace mucha diferencia # favor abro hilo;140650;0;0;0;0
153653000000000;Mon Jun 13 22:58:55 +0000 2022;KveikurPris;tips lograr profesionales teléfono;1660;0;0;0;0
153653000000000;Mon Jun 13 22:52:31 +0000 2022;ferxx17;ustedes creen cool trabajar huawei amigos novia dice sabe dónde quiere ir comer das opciones todas dice;559;0;0;1;2
153653000000000;Mon Jun 13 22:50:20 +0000 2022;La_Republica;obtén rendimiento superior mejores resultados equipos huawei cotiza luis laime com;188579;0;0;0;0
153653000000000;Mon Jun 13 22:46:07 +0000 2022;IvanNavaMx;tecnología huawei hace fácil usuarios poder cuidar aspectos necesarios manera inteligente físico mental;29111;0;0;0;0
153653000000000;Mon Jun 13 21:58:02 +0000 2022;topdescuentostg;van dos semanas sigo esperando respuesta huawei prometen cupones pides ignoran teléfono;95;0;0;1;2
153653000000000;Mon Jun 13 21:52:32 +0000 2022;BoliviaNueva1;clientes chiste huawei primero ofrecen cosa después echan atrás nota;742;0;0;1;2
153653000000000;Mon Jun 13 21:36:22 +0000 2022;HuaweiEntMX;huawei watch fit nueva revisión;4139;0;0;0;0
153653000000000;Mon Jun 13 21:35:49 +0000 2022;RaynerDurango;gusta samsung galaxy s huawei paaaaaabre trabaje;347;1;1;0;3
153653000000000;Mon Jun 13 21:23:57 +0000 2022;innersun_;dos cosas si pudieran ser regaladas pues mejor sino pues pulsera reloj xiaomi samsung huawei auriculares aripods aliexpress menos;98;0;0;0;0
153653000000000;Mon Jun 13 20:57:17 +0000 2022;Muwe7;hace días cambiado internet win costo instalación amplificador señal huawei incluido;127;0;0;0;0
153653000000000;Mon Jun 13 20:40:04 +0000 2022;Zicutake;whatsapp pide actualización versión según todavía disponible apk compren huawei google play;2017;0;1;0;1
153653000000000;Mon Jun 13 20:32:37 +0000 2022;peruenlanoticia;lógica sigo ocupando voz texto escribe cualquier hueva come palabras cambia fonéticamente similares culpa huawei insiste v;56201;0;1;0;1
153653000000000;Mon Jun 13 20:16:22 +0000 2022;TransMilenio;xiaomi huawei invasivos apps;1974596;0;1;0;1
153653000000000;Mon Jun 13 19:43:08 +0000 2022;HuaweiMobileMx;preocupes puedes inscribie huawei developer puedas asistir webinars expeos comentando experiencia desarrollo apps además soeando watch fit inscritos;197869;0;0;0;0
153653000000000;Mon Jun 13 19:42:53 +0000 2022;Tecnohaus;condición app integrada servicios móviles huawei funcione dispositivo móvil marca;8317;0;0;0;0
153653000000000;Mon Jun 13 19:22:13 +0000 2022;TrwDmch;pae tema seguridad integridad utilización datos definitivamente debe regularse necesidad nivel mundial mientras inec analiza económico población google huawei apple;5;0;0;0;0
153653000000000;Mon Jun 13 19:21:07 +0000 2022;cuscatlanmarket;van dos semanas sigo esperando respuesta huawei prometen cupones pides ignoran teléfono;30;0;0;1;2
153653000000000;Mon Jun 13 19:20:36 +0000 2022;karinardgz_;clientes chiste huawei primero ofrecen cosa después echan atrás nota;378;0;0;1;2
153653000000000;Mon Jun 13 19:15:00 +0000 2022;tmasnews;reseña watch kids pro huawei apuesta control parental descuida tamaño;540;0;0;0;0
153653000000000;Mon Jun 13 19:11:46 +0000 2022;racor12;jefes firman agenda digital cumbre américas  altán redes “ nación” amlo https;3;0;0;0;0
153653000000000;Mon Jun 13 19:06:34 +0000 2022;Juankchs;jefes firman agenda digital cumbre américas  altán redes “ nación” amlo;311;0;1;0;1
153653000000000;Mon Jun 13 18:23:25 +0000 2022;Mjurana2;llevo días cancelación monitores veo alguna solución pae huawei prome;61;0;0;1;2
153653000000000;Mon Jun 13 18:21:13 +0000 2022;abiabam7;van dos semanas sigo esperando respuesta huawei prometen cupones pides ignoran teléfono;434;0;0;1;2
153653000000000;Mon Jun 13 18:15:31 +0000 2022;chollosyoferta;hola encanta comentario esperamos sigas compaiendo experiencia huawei toda comunidad gracias preferencia;2481;0;0;0;0
153653000000000;Mon Jun 13 18:11:56 +0000 2022;HuaweiLatam;clientes chiste huawei primero ofrecen cosa después echan atrás nota;85310;0;0;1;2
153653000000000;Mon Jun 13 18:08:42 +0000 2022;Toxyc_Gentleman;características debemost tener cuenta momento comprar smaphones gama premium;248;0;0;0;0
153653000000000;Mon Jun 13 18:05:05 +0000 2022;edavmg;llévate huawei recibe gigas navegar papá red consulta términos condiciones;2;0;0;0;0
153653000000000;Mon Jun 13 18:04:13 +0000 2022;edavmg;goey pinche samsung duró relación reciente carga pila extraño huawei;2;1;1;0;3
153653000000000;Mon Jun 13 18:00:49 +0000 2022;grekap;belinda imagen huawei mobile mx;5495;0;0;0;0
153653000000000;Mon Jun 13 18:00:05 +0000 2022;bekiaes;si usas app google aconsejo compres huawei amigable sistema operativo;18870;0;1;0;1
153653000000000;Mon Jun 13 17:51:33 +0000 2022;aunciertopunto;producto recomendado aliexpress dentro programa afiliados trípode teléfono pulgadas xiaomi huawei iphoen smaphone control remoto inalámbrico sopoe teléfono trípode ligero cámara universal sopoe;954;0;0;0;0
153653000000000;Mon Jun 13 17:48:54 +0000 2022;evasarabialopez;explora plataforma creada objetivo preservar difundir c;481;0;0;0;0
153653000000000;Mon Jun 13 17:48:08 +0000 2022;villa2016mx;parece chiste razón compro huawei xiaomi escuchen gringos surcoreanos preocupa;120;0;1;0;1
153653000000000;Mon Jun 13 17:45:04 +0000 2022;joastorga;clientes chiste huawei primero ofrecen cosa después echan atrás nota;568;0;0;1;2
153653000000000;Mon Jun 13 17:41:42 +0000 2022;atreide73;horas madre señor chupa pensando cambiarme apple watch da voy seguir huawei watch bateria semana hace mismo apple watch pena apple inviea mas;3182;1;1;0;3
153653000000000;Mon Jun 13 17:29:54 +0000 2022;maperbim1979;existe marca perfecta siempre depende necesidades presupuesto recomiendo asus sé si escribe así huawei apple;353;1;1;0;3
153653000000000;Mon Jun 13 17:09:04 +0000 2022;Pixelania;luego años vuelve huawei hogar argentino productos comercializará;88807;0;0;0;0
153653000000000;Mon Jun 13 17:08:08 +0000 2022;AkiTov900;última llamada quieres asistir concieazo marlon madrid invitamos show riviera junio suscríbete huawei music podrás ganar entradas necesitas saber;1073;0;0;0;0
153653000000000;Mon Jun 13 17:07:39 +0000 2022;Pixelania;huawei completa chile toda nueva serie p;88807;0;0;0;0
153653000000000;Mon Jun 13 17:04:02 +0000 2022;TecnoBinaria;llevo días cancelación monitores veo alguna solución pae huawei prome;343;0;0;1;2
153653000000000;Mon Jun 13 17:00:34 +0000 2022;niko_store;van dos semanas sigo esperando respuesta huawei prometen cupones pides ignoran teléfono;122;0;0;1;2
153653000000000;Mon Jun 13 17:00:23 +0000 2022;iproup;clientes chiste huawei primero ofrecen cosa después echan atrás nota;8311;0;0;1;2
153653000000000;Mon Jun 13 17:00:01 +0000 2022;HuaweiMobileESP;clientes chiste huawei primero ofrecen cosa después echan atrás nota respetan;258982;0;0;1;2
153653000000000;Mon Jun 13 16:59:14 +0000 2022;ActualidadBotG;van dos semanas sigo esperando respuesta huawei prometen cupones pides ignoran teléfono correos chat horrible traten así clientes;903;0;0;1;2
153653000000000;Mon Jun 13 15:45:24 +0000 2022;HuaweiMobileCAN;traba huawei comadre puedo ver fabulosa vida así;9881;0;1;0;1
153653000000000;Mon Jun 13 15:37:55 +0000 2022;batioscar9;robo macbook pro mini celular huawei plite plateado así tenis nuevos caballero caja m;230;0;0;0;0
153653000000000;Mon Jun 13 15:29:56 +0000 2022;icelabp;corre descubre experiencia pubg mobile app gallery huawei promoción válida sólo chile;306;0;0;0;0
153653000000000;Mon Jun 13 15:28:53 +0000 2022;MARCIANOPHONE;niego comprar iphone amigos conocedores xiaomi huawei relación cámara saldrá excelente;319388;1;1;0;3
153653000000000;Mon Jun 13 15:24:50 +0000 2022;juls_Pc;bueno mayoría celulares fabrican china huawei incluido iphones xiaomi lenovo etc excepción samsung fabrica asia corea sur vietnam ahí dejo;5395;0;0;0;0
153653000000000;Mon Jun 13 14:56:25 +0000 2022;Borre;matebook nueva laptop conveible huawei;887;0;0;0;0
153653000000000;Mon Jun 13 14:40:50 +0000 2022;BogdanYosava;huawei android sopoa casi ninguna apps hoy día igual pueda mantendré;1067;0;1;0;1
153653000000000;Mon Jun 13 14:40:21 +0000 2022;edith55305624;utn firmó convenio marco empresa huawei utn firmaron convenio conformar alianza estratégica coordinar distintas acciones carácter formativo pasantías opounidades jóvenes profesionales iniciativas;0;0;0;0;0
153653000000000;Mon Jun 13 14:39:39 +0000 2022;rcnmundo;primeros curros fotografía huawei p pro paido político digo;196251;0;0;0;0
153653000000000;Mon Jun 13 14:39:34 +0000 2022;rcnmundo;pues si maps huawei;196251;1;1;0;3
153653000000000;Mon Jun 13 14:39:10 +0000 2022;rcnradio;padre foto creo pueda tener edición imagen parecidas usaron publicitar campaña p huawei;3291312;1;1;0;3
153653000000000;Mon Jun 13 14:23:57 +0000 2022;SceuUtn;hace días cambiado internet win costo instalación amplificador señal huawei incluido;96;0;0;0;0
153653000000000;Mon Jun 13 14:13:55 +0000 2022;icabieces;segunda vez teléfono sobrevive perfectamente después caer agua primero bañera agua ayer charco agua sobrevivo caídas escaleras incluso huawei hierba mala nunca muere;873;1;1;0;3
153653000000000;Mon Jun 13 14:08:33 +0000 2022;Dr_Oskar;emprendedoras debaten gestión tiempo salud encuentros huawei;1052;0;0;0;0
153653000000000;Mon Jun 13 14:02:07 +0000 2022;EdfraOct;huawei presenta innovaciones revolucionarán ia g experiencia usuario;28;0;0;0;0
153653000000000;Mon Jun 13 13:59:11 +0000 2022;AdrJS;palabra corrupción palabra mejor define huawei españa;861;0;0;0;0
153653000000000;Mon Jun 13 13:57:08 +0000 2022;Elena_Estevez;help alguien ayude celular huawei servicios google pues ahora puedo entrar ninguna app votación si servicio alguien huawei sabe puedo poner servicio celular;504;0;1;0;1
153653000000000;Mon Jun 13 13:27:58 +0000 2022;autonomadechile;actualización software huawei latinoamérica;21836;0;0;0;0
153653000000000;Mon Jun 13 13:17:56 +0000 2022;caballeronoctu3;huawei compae características tener cuenta comprar smaphones gama premium;129;0;0;0;0
153653000000000;Mon Jun 13 13:17:35 +0000 2022;Atilaa27;huawei patenta procesador cuántico problemas actualizar emui pro través;1916;0;0;0;0
153653000000000;Mon Jun 13 13:12:00 +0000 2022;jenarovillamil;bueno huawei veces tw traba;606507;1;1;0;3
153653000000000;Mon Jun 13 12:29:01 +0000 2022;xatakaseleccion;jajajajajaja carga cada minutos jajajaja necesito cargador huawei r i g i n l;5053;0;0;0;0
153653000000000;Mon Jun 13 09:44:11 +0000 2022;alfred06991;disculpé kia regañé jsjsjs claramente valió tres hectáreas camote dejé subirse cama mimir btw respetos freebuds huawei aguanteeeee caído siguen sonando perrisimo;287;1;1;0;3
153653000000000;Mon Jun 13 07:25:35 +0000 2022;mancku;fin pude deshacer teléfono inservible huawei peores meses vida google tan emocionante volver tener limitaciones;537;0;1;0;1
153653000000000;Mon Jun 13 07:25:23 +0000 2022;OfertitasDiaria;huawei watch gt pro smawach ofrece software harmonyos precio puede alcance usuarios;711;0;1;0;1
153653000000000;Mon Jun 13 07:07:00 +0000 2022;computerhoy;alguno sabe solución problema usuarios huawei problema hace meses ai aún sabe tienda google huawei existe dejan tampoco descargar;248855;0;0;0;0
153653000000000;Mon Jun 13 07:04:23 +0000 2022;EsPlateada;huawei lápiz presión va genial odio aple malo tablets echo falta teclas cambiar cosas luego ver dibujo comodidad;19;1;1;0;3
153653000000000;Mon Jun 13 06:59:29 +0000 2022;mirandan604;huawei watch gt pro smawach ofrece software harmonyos precio puede alcance usuarios;35;0;1;0;1
153653000000000;Mon Jun 13 06:18:04 +0000 2022;soportelecos;mal anda celular pensando cambiar motorola motorola extraño huawei dale datos gobierno chino;628;1;1;0;3
153653000000000;Mon Jun 13 05:48:48 +0000 2022;nincobo9;ay k horribles emjisde huawei;338;0;1;0;1
153653000000000;Mon Jun 13 05:42:39 +0000 2022;guadarvmrr;tres razones hacen estructura financiera apreciada ventajosa mundo rapidez análisis archivos clientes tasa porcentual ahora tarifas solicitud gratuita;295;0;0;0;0
153653000000000;Mon Jun 13 05:41:49 +0000 2022;LauraCa19697811;veces puedo responder aunque activé notis celular deficiente huawei si igual;253;0;1;0;1
153653000000000;Mon Jun 13 05:38:07 +0000 2022;chefermart;peor pendejos toman selfies tapando pinches jetas huawei;150;0;0;0;0
153653000000000;Mon Jun 13 05:33:33 +0000 2022;repicatrompo;weeey caga aparecen tweets hace días huawei cargaba recientito;5377;1;1;0;3
153653000000000;Mon Jun 13 05:32:22 +0000 2022;bokitosii;niño queria huawei xddd;43;0;1;0;1
153653000000000;Mon Jun 13 05:12:37 +0000 2022;CarmenEspa3;escucharon sonó huawei;189;0;0;0;0
153653000000000;Mon Jun 13 05:05:56 +0000 2022;Dosielux;bug incompatibilidad usar cargador huawei pillo;59;0;0;0;0
153653000000000;Mon Jun 13 05:03:54 +0000 2022;ExpertoAbsoluto;bueno definitivamente boric espanto inversión chile menos borrador nueva constitución;870;0;0;0;0
153653000000000;Mon Jun 13 04:32:20 +0000 2022;mykarenwreckd;escucharon sonó huawei;66;0;0;0;0
153653000000000;Mon Jun 13 04:30:08 +0000 2022;RodRuiz0;encontré aplicación buena appgallery pruébela;809;1;1;0;3
153653000000000;Mon Jun 13 04:08:19 +0000 2022;rifamaniasiglo;puta madre teclado mierda arrobar b grande coñooooo fuck you huawei;5;0;1;0;1
153653000000000;Mon Jun 13 02:59:47 +0000 2022;CharcasIbarra;robo macbook pro mini celular huawei plite plateado así tenis nuevos caballero caja m;3851;0;0;0;0
153653000000000;Mon Jun 13 02:56:28 +0000 2022;blaberon;huawei peo usa ahora quedé samsung ahora problemas envidiar iphone;1566;1;1;0;3
153653000000000;Mon Jun 13 02:47:13 +0000 2022;KiritoXd01;huawei anuncia construirá tercer data center chile inversión us millones;43;0;0;0;0
153653000000000;Mon Jun 13 02:45:16 +0000 2022;dtureo;tal dijeron arriba xiaomi anda re bien huawei da menos rango;959;0;1;0;1
153653000000000;Mon Jun 13 01:07:23 +0000 2022;AdryHuaw;huawei nova review bueno malo smaphone;21;0;0;0;0
153653000000000;Mon Jun 13 01:06:24 +0000 2022;ojrojasp;dios hagan compatibles teléfonos huawei aplicación;1266;0;1;0;1
153653000000000;Mon Jun 13 01:00:22 +0000 2022;dpl_tech;my huawei necesitas solo lugar;1765;0;0;0;0
153653000000000;Mon Jun 13 00:09:19 +0000 2022;transmediachile;buenas noticias prestaron huawei p mientras ahorro reparar móvil puedo moverme redes seguido qvq;42554;1;1;0;3
153653000000000;Mon Jun 13 00:07:08 +0000 2022;Edinson50368698;sucedido dudas huawei;234;0;0;0;0
153653000000000;Mon Jun 13 00:00:04 +0000 2022;HuaweiMobileCo;vienen nuevos precios cambios pantalla huawei;140650;0;0;0;0
153653000000000;Sun Jun 12 23:57:27 +0000 2022;Herbert00_;padre ten seguro q huawei va costar huevo poder instalar hs xd;242;0;1;0;1
153653000000000;Sun Jun 12 23:55:48 +0000 2022;PlusNichi;pues ver gente millonaria día sale iphone android alta gama x ejemplo iphone androide ipad twittea ver tomaría foto iphone promax subió desu huawei p pro;1140;0;0;0;0
153653000000000;Sun Jun 12 23:54:54 +0000 2022;meddle2010;narra inicios éxitos altibajos compañía china fundada ren zhengfei;963;0;0;0;0
